RECORD_ID,TIMESTAMP,SUBSCRIBER_ID,USERNAME,MSISDN,IMSI,SOURCE_PRIVATE_IP,SOURCE_PRIVATE_PORT,SOURCE_PUBLIC_IP,SOURCE_PUBLIC_PORT,DESTINATION_IP,DESTINATION_PORT,PROTOCOL,BYTES_SENT,BYTES_RECEIVED,PROVIDER_NAME,ACCESS_TYPE
IPD-SUB-737622,2026-05-25T12:02:11.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,49487,49.42.152.94,10229,31.13.88.49,443,TCP,227380858,1516665064,Jio,CELLULAR
IPD-SUB-718211,2026-05-25T12:03:52.451178,SUB-000017,baileysteven,+916364937963,405186741986270,100.103.76.177,49650,27.57.57.64,38899,157.240.13.35,443,TCP,93064751,623304338,Vodafone Idea,CELLULAR
IPD-SUB-118406,2026-05-25T12:10:26.451178,SUB-000030,karen27,+916583026456,405459844250072,100.79.0.40,54403,223.180.16.189,42703,157.240.16.53,443,TCP,199670245,800328714,Airtel,CELLULAR
IPD-SUB-703502,2026-05-25T12:12:13.451178,SUB-000008,michaeljackson,+917820984601,405189034500367,100.115.222.52,63995,27.57.145.63,46290,172.217.16.142,443,TCP,29583442,580183266,Vodafone Idea,CELLULAR
IPD-SUB-911507,2026-05-25T12:11:21.451178,SUB-000002,jadams,+919952590684,405453326079047,100.106.154.54,51301,223.180.69.130,35095,8.8.4.4,53,UDP,341045439,1438458831,Airtel,CELLULAR
IPD-SUB-683922,2026-05-25T12:01:46.451178,SUB-000021,cainjacob,+916979618151,405840553980984,100.120.143.144,52908,49.38.177.86,21715,8.8.8.8,53,UDP,18551266,80187829,Jio,CELLULAR
IPD-SUB-430053,2026-05-25T12:15:54.451178,SUB-000049,bearddiane,+917972389529,405840906974273,100.83.39.157,57027,187.28.202.177,15317,157.240.16.53,443,TCP,2817670,21407859,Jio,CELLULAR
IPD-SUB-571561,2026-05-25T12:31:23.451178,SUB-000004,richardsoncurtis,+917790237353,405455912418153,100.89.166.79,59343,106.193.34.229,30304,157.240.13.35,443,TCP,2842685,11698679,Airtel,CELLULAR
IPD-SUB-936806,2026-05-25T12:19:35.451178,SUB-000062,jacquelineshaw,+917552240168,405450791993506,100.78.82.253,63507,223.183.67.64,37836,157.240.13.35,443,TCP,127299877,554763277,Airtel,CELLULAR
IPD-SUB-406742,2026-05-25T12:21:41.451178,SUB-000015,melissahaynes,+919204600776,405457573697035,100.73.229.53,59049,223.180.135.242,26428,142.250.190.46,443,TCP,24816556,565516203,Airtel,CELLULAR
IPD-SUB-896830,2026-05-25T12:21:37.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,57629,49.42.173.206,31415,157.240.16.53,443,TCP,146529897,668835951,Jio,CELLULAR
IPD-SUB-307278,2026-05-25T12:28:54.451178,SUB-000003,gutierrezlucas,+917228953943,405450884229353,100.119.154.124,49230,106.192.2.11,43731,157.240.16.53,443,TCP,24252469,158703002,Airtel,CELLULAR
IPD-SUB-735760,2026-05-25T12:19:11.451178,SUB-000028,nancy52,+916309679899,405452267672852,100.107.45.187,49790,106.205.154.247,1264,172.217.16.142,443,TCP,20085050,584134991,Airtel,CELLULAR
IPD-SUB-805465,2026-05-25T12:23:51.451178,SUB-000051,jlucas,+917895494009,405840895048275,100.120.240.59,49752,49.32.153.40,19985,157.240.23.174,443,TCP,16139483,96548706,Jio,CELLULAR
IPD-SUB-424637,2026-05-25T12:25:57.451178,SUB-000064,josephsandoval,+918630884248,405840780465999,100.67.60.69,50783,49.35.19.75,35119,172.217.16.142,443,TCP,48041997,713775894,Jio,CELLULAR
IPD-SUB-107829,2026-05-25T12:18:25.451178,SUB-000096,fitzpatrickmichael,+916214147419,405840503753117,100.90.114.71,64433,49.43.57.74,5345,23.212.248.60,443,TCP,19000425,239043916,Jio,CELLULAR
IPD-SUB-288918,2026-05-25T12:26:22.451178,SUB-000061,josephpowers,+917664589287,405071689858824,100.114.120.24,54251,117.195.188.64,47545,142.250.190.46,443,TCP,9459526,119280460,BSNL,CELLULAR
IPD-SUB-132521,2026-05-25T12:32:22.451178,SUB-000040,maddenjason,+917415761105,405455549473246,100.119.51.75,59234,223.176.34.171,37845,31.13.88.49,443,TCP,36916857,158411880,Airtel,CELLULAR
IPD-SUB-771366,2026-05-25T12:32:17.451178,SUB-000075,robertbaker,+917142018505,405185816675843,100.92.114.232,62908,27.58.173.88,14502,157.240.23.174,443,TCP,281835287,1810904676,Vodafone Idea,CELLULAR
IPD-SUB-338543,2026-05-25T12:40:15.451178,SUB-000067,brandon70,+917561403846,405072084321586,100.91.91.108,51018,210.212.97.178,29013,142.250.190.46,443,TCP,12993354,154980885,BSNL,CELLULAR
IPD-SUB-984802,2026-05-25T12:40:00.451178,SUB-000051,jlucas,+917895494009,405840895048275,100.120.240.59,51548,28.94.68.185,18490,157.240.16.53,443,TCP,14994050,115450542,Jio,CELLULAR
IPD-SUB-639215,2026-05-25T12:43:15.451178,SUB-000024,shawn08,+919936351080,405457116215737,100.88.147.213,50779,106.195.250.35,32048,157.240.13.35,443,TCP,67316719,571927438,Airtel,CELLULAR
IPD-SUB-441567,2026-05-25T12:42:16.451178,SUB-000023,jamesdeanna,+918747563560,405454757586291,100.73.29.88,50805,106.203.200.132,42406,172.217.16.142,443,TCP,2730339,36649585,Airtel,CELLULAR
IPD-SUB-499334,2026-05-25T12:40:13.451178,SUB-000066,savannaholiver,+919730116907,405451522659684,100.118.0.95,62812,223.177.189.142,38700,31.13.88.49,443,TCP,53264978,341416403,Airtel,CELLULAR
IPD-SUB-889913,2026-05-25T12:46:40.451178,SUB-000046,mahoneyfrank,+918221902139,405184831884554,100.88.148.61,64406,150.129.127.220,22258,23.212.248.51,443,TCP,112536338,1558004862,Vodafone Idea,CELLULAR
IPD-SUB-992092,2026-05-25T12:50:10.451178,SUB-000021,cainjacob,+916979618151,405840553980984,100.120.143.144,62046,49.41.99.80,40979,142.250.190.46,443,TCP,5819883,84911153,Jio,CELLULAR
IPD-SUB-394336,2026-05-25T12:52:12.451178,SUB-000026,danielfarmer,+919980189677,405840707354890,100.112.42.33,63367,105.54.215.174,10344,8.8.4.4,53,UDP,22885098,119096558,Jio,CELLULAR
IPD-SUB-816766,2026-05-25T13:00:53.451178,SUB-000061,josephpowers,+917664589287,405071689858824,100.114.120.24,64407,117.198.10.246,46832,157.240.23.174,443,TCP,10810529,77619396,BSNL,CELLULAR
IPD-SUB-295847,2026-05-25T12:51:37.451178,SUB-000028,nancy52,+916309679899,405452267672852,100.107.45.187,56075,223.182.232.250,12226,157.240.13.35,443,TCP,129918115,569640896,Airtel,CELLULAR
IPD-SUB-103707,2026-05-25T12:46:37.451178,SUB-000096,fitzpatrickmichael,+916214147419,405840503753117,100.90.114.71,58868,190.34.227.139,22543,172.217.16.142,443,TCP,61011042,934126818,Jio,CELLULAR
IPD-SUB-517784,2026-05-25T13:05:25.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,61019,49.39.185.35,23214,23.212.248.51,443,TCP,40766879,584278254,Jio,CELLULAR
IPD-SUB-962473,2026-05-25T13:05:20.451178,SUB-000022,charles55,+919819755736,405451946439526,100.124.168.224,50574,223.182.159.238,19246,172.217.16.142,443,TCP,18385272,428498903,Airtel,CELLULAR
IPD-SUB-574868,2026-05-25T13:09:27.451178,SUB-000039,ipham,+917551359328,405840763477166,100.70.19.160,54175,198.110.221.213,33069,157.240.23.174,443,TCP,29097210,164311330,Jio,CELLULAR
IPD-SUB-361441,2026-05-25T13:13:56.451178,SUB-000069,xmartinez,+919448807622,405450566822597,100.126.60.134,57422,223.182.15.58,7579,31.13.88.49,443,TCP,1452146,9733606,Airtel,CELLULAR
IPD-SUB-557899,2026-05-25T13:10:53.451178,SUB-000047,fletcherstephen,+916734332742,405840687937880,100.109.61.116,58201,49.37.132.123,14640,142.250.190.46,443,TCP,1218588,16016898,Jio,CELLULAR
IPD-SUB-784243,2026-05-25T13:06:38.451178,SUB-000071,smiththomas,+919528192376,405840195779499,100.75.24.71,64894,201.165.11.24,45411,172.217.16.142,443,TCP,1764968,44787982,Jio,CELLULAR
IPD-SUB-741059,2026-05-25T13:15:24.451178,SUB-000094,melissarogers,+916137784956,405450625972518,100.88.137.86,59183,223.177.73.14,26972,157.240.16.53,443,TCP,247451305,1564166275,Airtel,CELLULAR
IPD-SUB-728786,2026-05-25T13:16:32.451178,SUB-000083,jason31,+918550653630,405459809705526,100.127.123.236,54462,106.204.65.175,48502,31.13.88.49,443,TCP,21842304,179405393,Airtel,CELLULAR
IPD-SUB-643829,2026-05-25T13:07:25.451178,SUB-000037,hendersonnicole,+918401937018,405451682674034,100.79.235.27,54777,106.195.238.152,34844,103.14.161.45,443,TCP,18505912,20320496,Airtel,CELLULAR
IPD-SUB-597478,2026-05-25T13:03:06.451178,SUB-000075,robertbaker,+917142018505,405185816675843,100.92.114.232,63183,150.129.165.14,5884,23.212.248.51,443,TCP,7800105,195143149,Vodafone Idea,CELLULAR
IPD-SUB-997671,2026-05-25T13:16:23.451178,SUB-000038,michelle88,+916656933137,405840779302639,100.121.196.67,53497,49.38.88.112,3155,157.240.23.174,443,TCP,105836866,705403046,Jio,CELLULAR
IPD-SUB-881574,2026-05-25T13:22:39.451178,SUB-000024,shawn08,+919936351080,405457116215737,100.88.147.213,55439,106.197.65.0,27785,142.250.190.46,443,TCP,57360551,1252965540,Airtel,CELLULAR
IPD-SUB-557300,2026-05-25T13:18:46.451178,SUB-000035,jamescastro,+919108697759,405459225169901,100.91.217.217,62560,223.182.176.247,33356,157.240.23.174,443,TCP,1083377,5258287,Airtel,CELLULAR
IPD-SUB-416763,2026-05-25T13:21:53.451178,SUB-000090,swalls,+918785362517,405840139663768,100.85.15.111,51144,49.39.64.198,8522,103.14.161.45,443,TCP,513438837,389486210,Jio,CELLULAR
IPD-SUB-280616,2026-05-25T13:28:23.451178,SUB-000060,levans,+917104001886,405840650391366,100.98.12.36,62853,149.196.206.132,45383,23.212.248.51,443,TCP,6605986,92092214,Jio,CELLULAR
IPD-SUB-792306,2026-05-25T13:22:02.451178,SUB-000094,melissarogers,+916137784956,405450625972518,100.88.137.86,59565,223.178.132.6,41482,172.217.16.142,443,TCP,43227207,1179365630,Airtel,CELLULAR
IPD-SUB-550160,2026-05-25T13:21:32.451178,SUB-000007,crystalbaker,+919278515314,405453749736939,100.107.241.124,49199,106.198.70.51,10804,157.240.23.174,443,TCP,17320097,141750628,Airtel,CELLULAR
IPD-SUB-160056,2026-05-25T13:21:30.451178,SUB-000001,victoria30,+916424077695,405840096036001,100.122.132.225,63405,60.78.9.42,9653,157.240.13.35,443,TCP,797978,4443640,Jio,CELLULAR
IPD-SUB-808671,2026-05-25T13:27:18.451178,SUB-000048,jarvisdean,+916010506738,405184288056513,100.77.82.198,60444,27.58.36.101,9681,157.240.16.53,443,TCP,123150792,708074250,Vodafone Idea,CELLULAR
IPD-SUB-953111,2026-05-25T13:26:13.451178,SUB-000029,gibsonclaudia,+919966183441,405459455620689,100.115.81.238,50405,223.178.186.38,4641,157.240.16.53,443,TCP,934679,4497622,Airtel,CELLULAR
IPD-SUB-126302,2026-05-25T13:29:12.451178,SUB-000059,kristine26,+916678634340,405452148277948,100.67.89.104,52949,106.203.215.3,47104,23.212.248.51,443,TCP,62622303,1269519420,Airtel,CELLULAR
IPD-SUB-616301,2026-05-25T13:28:33.451178,SUB-000087,millerherbert,+919929356932,405840495948874,100.127.47.232,56052,200.156.255.175,34363,31.13.88.49,443,TCP,5038101,30582326,Jio,CELLULAR
IPD-SUB-929123,2026-05-25T13:30:15.451178,SUB-000009,montoyamichelle,+916728175810,405453399194132,100.96.23.215,54342,106.200.110.13,19732,142.250.190.46,443,TCP,1288107,25971860,Airtel,CELLULAR
IPD-SUB-755570,2026-05-25T13:44:14.451178,SUB-000052,debra64,+919910371149,405840797384972,100.78.108.1,58401,49.43.159.43,16072,142.250.190.46,443,TCP,1133870,20898944,Jio,CELLULAR
IPD-SUB-252665,2026-05-25T13:33:12.451178,SUB-000048,jarvisdean,+916010506738,405184288056513,100.77.82.198,49900,27.56.118.38,21363,142.250.190.46,443,TCP,17188842,324214910,Vodafone Idea,CELLULAR
IPD-SUB-258931,2026-05-25T13:44:29.451178,SUB-000025,ddawson,+919055580641,405840833430840,100.96.93.58,56748,49.43.151.39,8317,8.8.8.8,53,UDP,5109423,33214694,Jio,CELLULAR
IPD-SUB-533086,2026-05-25T13:34:38.451178,SUB-000054,jennifer51,+917089106615,405840896588765,100.86.162.106,64281,49.44.85.54,38220,157.240.16.53,443,TCP,33847750,258746004,Jio,CELLULAR
IPD-SUB-923539,2026-05-25T13:35:51.451178,SUB-000024,shawn08,+919936351080,405457116215737,100.88.147.213,65070,106.204.98.232,12356,172.217.16.142,443,TCP,18739278,217875790,Airtel,CELLULAR
IPD-SUB-159513,2026-05-25T13:35:08.451178,SUB-000068,cruzjanice,+916904522290,405458210130311,100.119.8.248,56670,106.206.95.150,15564,157.240.16.53,443,TCP,1515662,11716684,Airtel,CELLULAR
IPD-SUB-135685,2026-05-25T13:37:32.451178,SUB-000060,levans,+917104001886,405840650391366,100.98.12.36,52430,49.45.202.234,42917,31.13.88.49,443,TCP,11947623,69973601,Jio,CELLULAR
IPD-SUB-225492,2026-05-25T13:37:48.451178,SUB-000094,melissarogers,+916137784956,405450625972518,100.88.137.86,65207,223.183.14.149,47537,172.217.16.142,443,TCP,89224112,1153729219,Airtel,CELLULAR
IPD-SUB-913063,2026-05-25T13:39:10.451178,SUB-000039,ipham,+917551359328,405840763477166,100.70.19.160,51403,49.35.78.219,23082,31.13.88.49,443,TCP,29058123,175193183,Jio,CELLULAR
IPD-SUB-709154,2026-05-25T13:39:57.451178,SUB-000093,maryharper,+918502435585,405840149114064,100.78.247.175,65055,49.33.187.220,22976,31.13.88.49,443,TCP,224266203,1898819492,Jio,CELLULAR
IPD-SUB-834543,2026-05-25T13:48:36.451178,SUB-000028,nancy52,+916309679899,405452267672852,100.107.45.187,54868,223.183.152.242,17675,8.8.4.4,53,UDP,125710394,688538207,Airtel,CELLULAR
IPD-SUB-797503,2026-05-25T13:50:51.451178,SUB-000075,robertbaker,+917142018505,405185816675843,100.92.114.232,52109,150.129.200.65,13003,157.240.23.174,443,TCP,215764141,1377373053,Vodafone Idea,CELLULAR
IPD-SUB-911833,2026-05-25T13:52:04.451178,SUB-000022,charles55,+919819755736,405451946439526,100.124.168.224,60146,223.179.152.197,23678,157.240.16.53,443,TCP,126943839,674474336,Airtel,CELLULAR
IPD-SUB-968136,2026-05-25T13:52:12.451178,SUB-000072,nglover,+918245244001,405840552455381,100.103.81.35,59898,184.70.44.206,11068,172.217.16.142,443,TCP,1020682,14475309,Jio,CELLULAR
IPD-SUB-125849,2026-05-25T13:58:03.451178,SUB-000090,swalls,+918785362517,405840139663768,100.85.15.111,56637,49.33.107.49,13200,157.240.23.174,443,TCP,150898805,1079090243,Jio,CELLULAR
IPD-SUB-744338,2026-05-25T13:56:56.451178,SUB-000082,ehamilton,+919300847500,405450088374063,100.97.145.50,59555,106.200.105.97,32635,172.217.16.142,443,TCP,455213,8824624,Airtel,CELLULAR
IPD-SUB-643467,2026-05-25T13:53:11.451178,SUB-000038,michelle88,+916656933137,405840779302639,100.121.196.67,50656,49.32.239.230,47769,142.250.190.46,443,TCP,34309435,757407956,Jio,CELLULAR
IPD-SUB-222677,2026-05-25T13:53:53.451178,SUB-000051,jlucas,+917895494009,405840895048275,100.120.240.59,64347,49.34.186.214,34589,157.240.16.53,443,TCP,14415414,89626265,Jio,CELLULAR
IPD-SUB-130494,2026-05-25T13:55:13.451178,SUB-000080,whitneygates,+917021214807,405840361386566,100.65.116.36,54880,65.146.97.19,7097,23.212.248.51,443,TCP,7745898,112156142,Jio,CELLULAR
IPD-SUB-288175,2026-05-25T13:53:08.451178,SUB-000034,collinschristopher,+918599944473,405070905458304,100.89.231.71,56838,117.196.51.177,48140,8.8.8.8,53,UDP,4352858,25758154,BSNL,CELLULAR
IPD-SUB-573838,2026-05-25T13:56:01.451178,SUB-000059,kristine26,+916678634340,405452148277948,100.67.89.104,63268,223.180.178.1,32836,157.240.13.35,443,TCP,118217765,884683311,Airtel,CELLULAR
IPD-SUB-626865,2026-05-25T14:01:31.451178,SUB-000048,jarvisdean,+916010506738,405184288056513,100.77.82.198,64631,27.57.190.172,1310,8.8.4.4,53,UDP,236766185,1703725484,Vodafone Idea,CELLULAR
IPD-SUB-516806,2026-05-25T13:55:45.451178,SUB-000045,cassandra03,+916959580968,405182580077129,100.70.23.84,55197,150.129.60.22,41704,31.13.88.49,443,TCP,4685220,20338302,Vodafone Idea,CELLULAR
IPD-SUB-690809,2026-05-25T13:47:53.451178,SUB-000015,melissahaynes,+919204600776,405457573697035,100.73.229.53,56171,106.197.216.227,27980,172.217.16.142,443,TCP,63803053,773115412,Airtel,CELLULAR
IPD-SUB-280209,2026-05-25T14:04:37.451178,SUB-000076,brenda36,+919977738198,405455110612045,100.78.87.157,61658,223.179.142.128,42493,142.250.190.46,443,TCP,52695629,1428972224,Airtel,CELLULAR
IPD-SUB-763196,2026-05-25T14:08:15.451178,SUB-000048,jarvisdean,+916010506738,405184288056513,100.77.82.198,55014,150.129.11.67,30508,23.212.248.51,443,TCP,12165133,316806226,Vodafone Idea,CELLULAR
IPD-SUB-992773,2026-05-25T14:15:34.451178,SUB-000085,lhale,+917356749250,405459096488600,100.104.67.32,51160,106.193.63.254,40282,157.240.23.174,443,TCP,20217047,148620676,Airtel,CELLULAR
IPD-SUB-546743,2026-05-25T14:11:21.451178,SUB-000052,debra64,+919910371149,405840797384972,100.78.108.1,55742,211.55.14.13,4790,23.212.248.51,443,TCP,4194829,68491612,Jio,CELLULAR
IPD-SUB-684208,2026-05-25T14:10:29.451178,SUB-000054,jennifer51,+917089106615,405840896588765,100.86.162.106,63445,207.216.142.85,19185,157.240.16.53,443,TCP,319729010,1643779897,Jio,CELLULAR
IPD-SUB-342477,2026-05-25T14:04:53.451178,SUB-000024,shawn08,+919936351080,405457116215737,100.88.147.213,50140,223.177.106.235,16669,103.14.161.45,443,TCP,789768998,1111440365,Airtel,CELLULAR
IPD-SUB-515283,2026-05-25T14:10:08.451178,SUB-000001,victoria30,+916424077695,405840096036001,100.122.132.225,55250,49.32.59.133,44913,157.240.16.53,443,TCP,1344536,7229055,Jio,CELLULAR
IPD-SUB-101501,2026-05-25T14:11:05.451178,SUB-000026,danielfarmer,+919980189677,405840707354890,100.112.42.33,52035,33.217.71.163,5819,157.240.23.174,443,TCP,32147126,168018278,Jio,CELLULAR
IPD-SUB-374810,2026-05-25T14:02:08.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,57265,49.33.242.55,34875,23.212.248.51,443,TCP,45799737,1240341979,Jio,CELLULAR
IPD-SUB-600836,2026-05-25T14:23:49.451178,SUB-000026,danielfarmer,+919980189677,405840707354890,100.112.42.33,49988,114.118.11.18,42223,103.14.161.45,443,TCP,34531460,49273704,Jio,CELLULAR
IPD-SUB-189431,2026-05-25T14:25:58.451178,SUB-000058,cynthia90,+917423586246,405451560516318,100.100.103.59,61307,223.183.212.67,9040,23.212.248.60,443,TCP,3655649,78591961,Airtel,CELLULAR
IPD-SUB-631204,2026-05-25T14:30:25.451178,SUB-000066,savannaholiver,+919730116907,405451522659684,100.118.0.95,65138,223.183.97.33,20647,142.250.190.46,443,TCP,114839097,1883006531,Airtel,CELLULAR
IPD-SUB-904013,2026-05-25T14:20:45.451178,SUB-000094,melissarogers,+916137784956,405450625972518,100.88.137.86,50523,106.203.230.21,38796,23.212.248.60,443,TCP,113625682,1886441448,Airtel,CELLULAR
IPD-SUB-406179,2026-05-25T14:22:08.451178,SUB-000083,jason31,+918550653630,405459809705526,100.127.123.236,64505,106.205.126.56,18656,8.8.8.8,53,UDP,1959114,16378006,Airtel,CELLULAR
IPD-SUB-451782,2026-05-25T14:16:45.451178,SUB-000003,gutierrezlucas,+917228953943,405450884229353,100.119.154.124,54307,223.181.57.88,21070,157.240.16.53,443,TCP,27462826,154185814,Airtel,CELLULAR
IPD-SUB-660694,2026-05-25T14:21:10.451178,SUB-000093,maryharper,+918502435585,405840149114064,100.78.247.175,54678,49.37.16.251,20331,157.240.13.35,443,TCP,157520033,803728727,Jio,CELLULAR
IPD-SUB-997803,2026-05-25T14:23:25.451178,SUB-000054,jennifer51,+917089106615,405840896588765,100.86.162.106,54917,87.200.89.228,4210,157.240.13.35,443,TCP,63330219,315716635,Jio,CELLULAR
IPD-SUB-167589,2026-05-25T14:22:29.451178,SUB-000021,cainjacob,+916979618151,405840553980984,100.120.143.144,62565,66.187.18.152,45223,172.217.16.142,443,TCP,1687912,24604500,Jio,CELLULAR
IPD-SUB-237442,2026-05-25T14:30:32.451178,SUB-000002,jadams,+919952590684,405453326079047,100.106.154.54,49596,223.179.90.91,26397,31.13.88.49,443,TCP,39800079,336054627,Airtel,CELLULAR
IPD-SUB-324875,2026-05-25T14:19:44.451178,SUB-000045,cassandra03,+916959580968,405182580077129,100.70.23.84,50184,27.57.201.166,11315,172.217.16.142,443,TCP,3211505,69099061,Vodafone Idea,CELLULAR
IPD-SUB-627254,2026-05-25T14:28:18.451178,SUB-000034,collinschristopher,+918599944473,405070905458304,100.89.231.71,57507,117.196.73.1,40070,31.13.88.49,443,TCP,32020866,150680681,BSNL,CELLULAR
IPD-SUB-457215,2026-05-25T14:37:12.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,50409,213.36.109.193,16669,157.240.13.35,443,TCP,233650481,937378473,Jio,CELLULAR
IPD-SUB-270564,2026-05-25T14:32:57.451178,SUB-000024,shawn08,+919936351080,405457116215737,100.88.147.213,63005,106.193.5.53,28036,31.13.88.49,443,TCP,304859450,1745802899,Airtel,CELLULAR
IPD-SUB-459520,2026-05-25T14:40:28.451178,SUB-000048,jarvisdean,+916010506738,405184288056513,100.77.82.198,52513,27.58.252.140,8334,157.240.23.174,443,TCP,298189416,1298751514,Vodafone Idea,CELLULAR
IPD-SUB-180327,2026-05-25T14:35:17.451178,SUB-000030,karen27,+916583026456,405459844250072,100.79.0.40,58182,223.179.99.115,39396,103.14.161.45,443,TCP,1004462268,684524607,Airtel,CELLULAR
IPD-SUB-142923,2026-05-25T14:39:35.451178,SUB-000007,crystalbaker,+919278515314,405453749736939,100.107.241.124,59776,106.205.143.197,48805,157.240.23.174,443,TCP,27299317,141521222,Airtel,CELLULAR
IPD-SUB-357653,2026-05-25T14:43:40.451178,SUB-000085,lhale,+917356749250,405459096488600,100.104.67.32,63262,106.194.172.161,39715,103.14.161.45,443,TCP,113589320,85079236,Airtel,CELLULAR
IPD-SUB-561553,2026-05-25T15:01:14.451178,SUB-000064,josephsandoval,+918630884248,405840780465999,100.67.60.69,50510,61.140.110.70,16021,172.217.16.142,443,TCP,11701907,225456167,Jio,CELLULAR
IPD-SUB-614301,2026-05-25T14:52:01.451178,SUB-000028,nancy52,+916309679899,405452267672852,100.107.45.187,50913,106.207.159.245,48673,142.250.190.46,443,TCP,13836820,202993875,Airtel,CELLULAR
IPD-SUB-471654,2026-05-25T14:56:47.451178,SUB-000034,collinschristopher,+918599944473,405070905458304,100.89.231.71,52253,117.199.149.155,42661,8.8.4.4,53,UDP,12250313,84925213,BSNL,CELLULAR
IPD-SUB-565596,2026-05-25T14:57:46.451178,SUB-000062,jacquelineshaw,+917552240168,405450791993506,100.78.82.253,50893,106.196.151.40,24760,157.240.23.174,443,TCP,349791267,1594334563,Airtel,CELLULAR
IPD-SUB-147068,2026-05-25T14:59:05.451178,SUB-000095,latashadyer,+917499589805,405840470025420,100.86.193.158,64424,7.182.235.19,35914,31.13.88.49,443,TCP,378365340,1764450893,Jio,CELLULAR
IPD-SUB-345216,2026-05-25T14:46:46.451178,SUB-000003,gutierrezlucas,+917228953943,405450884229353,100.119.154.124,57048,106.199.185.56,26073,142.250.190.46,443,TCP,6371404,171492177,Airtel,CELLULAR
IPD-SUB-788829,2026-05-25T14:50:13.451178,SUB-000011,jeffreytucker,+917323548258,405840105244043,100.107.178.174,63485,200.158.188.143,11589,103.14.161.45,443,TCP,12562164,14048877,Jio,CELLULAR
IPD-SUB-369722,2026-05-25T14:49:34.451178,SUB-000015,melissahaynes,+919204600776,405457573697035,100.73.229.53,63687,106.207.63.31,41540,157.240.23.174,443,TCP,237908927,1422649611,Airtel,CELLULAR
IPD-SUB-154551,2026-05-25T14:53:27.451178,SUB-000059,kristine26,+916678634340,405452148277948,100.67.89.104,64241,223.178.65.82,9721,157.240.13.35,443,TCP,96171208,501268835,Airtel,CELLULAR
IPD-SUB-728876,2026-05-25T14:51:14.451178,SUB-000041,vhall,+918848792320,405452716129788,100.72.105.13,59802,223.179.107.203,44774,142.250.190.46,443,TCP,5916126,94114269,Airtel,CELLULAR
IPD-SUB-535030,2026-05-25T14:51:26.451178,SUB-000030,karen27,+916583026456,405459844250072,100.79.0.40,65102,106.199.85.247,27110,8.8.4.4,53,UDP,127226216,854114245,Airtel,CELLULAR
IPD-SUB-948622,2026-05-25T14:55:16.451178,SUB-000017,baileysteven,+916364937963,405186741986270,100.103.76.177,52418,150.129.227.168,33525,157.240.16.53,443,TCP,189110540,950443856,Vodafone Idea,CELLULAR
IPD-SUB-538271,2026-05-25T15:01:02.451178,SUB-000093,maryharper,+918502435585,405840149114064,100.78.247.175,56237,92.153.159.253,36276,172.217.16.142,443,TCP,54312761,1261684290,Jio,CELLULAR
IPD-SUB-230834,2026-05-25T14:53:42.451178,SUB-000037,hendersonnicole,+918401937018,405451682674034,100.79.235.27,63364,106.196.141.252,3990,172.217.16.142,443,TCP,5117419,135243810,Airtel,CELLULAR
IPD-SUB-828439,2026-05-25T15:08:07.451178,SUB-000015,melissahaynes,+919204600776,405457573697035,100.73.229.53,54870,106.199.66.95,40802,157.240.23.174,443,TCP,29664715,174766897,Airtel,CELLULAR
IPD-SUB-126798,2026-05-25T15:03:36.451178,SUB-000007,crystalbaker,+919278515314,405453749736939,100.107.241.124,54152,223.179.251.212,18504,23.212.248.51,443,TCP,1574031,24090695,Airtel,CELLULAR
IPD-SUB-859028,2026-05-25T15:02:05.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,55763,49.44.173.234,3697,172.217.16.142,443,TCP,119764713,1758883944,Jio,CELLULAR
IPD-SUB-828833,2026-05-25T15:10:29.451178,SUB-000066,savannaholiver,+919730116907,405451522659684,100.118.0.95,60390,106.192.72.129,22248,31.13.88.49,443,TCP,132275816,798475319,Airtel,CELLULAR
IPD-SUB-951169,2026-05-25T15:09:02.451178,SUB-000059,kristine26,+916678634340,405452148277948,100.67.89.104,52124,106.195.93.180,19526,157.240.23.174,443,TCP,39000751,175130534,Airtel,CELLULAR
IPD-SUB-620928,2026-05-25T15:26:34.451178,SUB-000044,williamsgregory,+918839090468,405451292994832,100.109.1.107,64387,223.176.239.68,18652,103.14.161.45,443,TCP,58928908,55120725,Airtel,CELLULAR
IPD-SUB-283279,2026-05-25T15:31:20.451178,SUB-000041,vhall,+918848792320,405452716129788,100.72.105.13,60050,106.203.10.33,14887,172.217.16.142,443,TCP,8450875,107382389,Airtel,CELLULAR
IPD-SUB-353399,2026-05-25T15:22:23.451178,SUB-000079,steinfrank,+918140232785,405185023088106,100.117.225.227,58737,150.129.132.216,31348,157.240.23.174,443,TCP,16377636,82725881,Vodafone Idea,CELLULAR
IPD-SUB-667432,2026-05-25T15:26:38.451178,SUB-000068,cruzjanice,+916904522290,405458210130311,100.119.8.248,60845,106.196.102.30,46874,172.217.16.142,443,TCP,560552,14710199,Airtel,CELLULAR
